,title,company,location,summary,link
487,Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"Washington, DC","You will work with advanced hardware, software and techniques to develop computational algorithms and statistical methods that find patterns and relationships…",https://www.indeed.com/rc/clk?jk=4df5e9a053f32646&fccid=e9870e3159e9c6ac&vjs=3
488,AI/ML Data Scientist,Applied Information Sciences,"Reston, VA",Ability to provide subject matter guidance.,https://www.indeed.com/rc/clk?jk=3c3e47c720381f1d&fccid=edbbf93fc5210a17&vjs=3
489,Data Scientist (All Levels) - Reduced Form Causal Analysis,Twitter,"Seattle, WA",Providing technical guidance and review to junior data scientists.,https://www.indeed.com/rc/clk?jk=5db3657b02c357cf&fccid=7a3824693ee1074b&vjs=3
490,Data Scientist,DataLab USA,"Germantown, MD","Identify patterns & trends in data, and provides insights to enhance business decision making.",https://www.indeed.com/company/Datalab-USA/jobs/Data-Scientist-e514d7f23ee0206b?fccid=b9a42c510078fe6e&vjs=3
491,Data Scientist,ACHNET Inc,"Plano, TX",Building and owning large scale machine learning models.,https://www.indeed.com/company/ACHNET-Inc/jobs/Data-Scientist-4678de7d2ce1a4e9?fccid=4c8feeee8e552116&vjs=3
492,"Senior Data Scientist (Washington, D.C. or U.S. Remote)",Wallethub,"Washington, DC","Modeling complex problems, discovering insights and identifying opportunities through the use of statistical, algorithmic, mining and visualization techniques.",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AdG_CIvTSdkr6QdMv9THtz7Vhc_c7dZNImXGc14ZzLxV-BpKD8QZu34csDZFS5mErNljNBNoTBgWQPlp4GADLQOMHV1aSgOMFe39ho70h0-VURGUTgG_9tl6pG6ssEDlqD2rb9ACz2CB9INiXlVYe5SE98F_HmrPbd-QJ3T08jITo2Rz8UWXkXlRADuO4mwGCQsgBbuhLTckfUB0teZB4L0bAcjaj5ZIpI8mvdA_d9yKPFzG5z-3kI2a0r-9EIUljAmRrWxq27jHubYjFZmlrxJtcN-a8HtJD7QhDi6ywAXt2l_9nFcbQyJHZOKCYbldTMXDrSpE_eweRsaE-EVmGyvcJmc1l-KBUnu9lhdmcAZr11toOXTk2mNH-IC6mcrVojR-AZRB2w7EpPtXrFTpyftopwZetgRmzaOUbNKHdoNAYr1fmAdywmA1ybJ7ISreA7_4u0s3Guv1M55PzwVy90jNSvjeLEU4ZS49yX-MC0XQ==&p=12&fvj=1&vjs=3
493,Forward Deployed Data Scientist,Cresta,NA,"Proficiency in SQL and data visualization tools (e.g. Tableau, Looker, etc.).",https://www.indeed.com/rc/clk?jk=9dc6b800a28e75ef&fccid=89f15f8fbcb9d345&vjs=3
494,"Psomagen, Inc.] Bioinformatics Data Scientist I/II/III","Psomagen, Inc.","Rockville, MD","In Rockville, MD is seeking Computational Scientists/Bioinformaticians to work on implementing analytic pipelines, computational analysis, and/or interpretation…",https://www.indeed.com/company/Macrogen-Corp./jobs/Bioinformatic-Data-Scientist-cd40cad56160ec87?fccid=6229ee526a7f8557&vjs=3
495,Data Scientist,"Kajeet, Inc.","McLean, VA",Identifying patterns and trends in data sets.,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AGYgx8CVc3ujNE8H7ZQ_O6tzIUAzMYlqvHKmN_yDNwuUcx9cwl5lia3U-gn5uMpw7lSE0BAg9AhgefeQ61YHCzaSoXSDQ3y_LaUopxwb3ZxHvA2NjqY0qTgzHWM6D2e780ky0LMAC28QrqXW9LBAV3Wum5_KgEZJB8NvSD0Qk-nwomns3Xgyv6KZ0XRWDBR9hrtJ6FcsTIfR4UWoNj8aINRCKTRqrZCL3wGtgdv68PjGxOy0RmCQZMOKBaFSV25_8OgMsXQBr4TvdT2zMh6p1ZzJfnwjQTEBAiU99nXNAVYs53N9vUEtvmRqOYWM0Zu56n5h9PBIWSxjkuStop3P9EEVgzDsu4az7tcDVnbesoL7KIkz0nxvLAfdSzyXmvch6-scoIUkoFdt2YCpv3kydl57oKlUxKVyw-0er5zHY6MVbWwj4aHOrd&p=0&fvj=1&vjs=3
496,Predictive Modeler (Data Scientist),Navy Federal Credit Union,"Vienna, VA","Experience in statistical software (e.g., SPSS Modeler, JMP, R, Python) to manage large data sets.",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C1zplEsFktHkQc7kOOwm4rInMAlFzAoLIRfcwaDPIGgqeIPJX4GuT98gSKYHklrHBSjj_HCv0h3LBQi1gg93FbseWn3UgXnBISt_JgSpu3sEVxv4x4IigaQf-jd1JnPF1rfQxDxtcTf37YBFMVnFJCGC7N_ebXbsOiqEja_yJPeFrTlN6S8BJVmDYzAqYj3ARcAU3fvVcEyTVy1ZLYJ29ZtGUaS8qENi7MU_hx9IjBkUd0r43gKkf69KmpG8yKmFwz9VIVDkPjGPGogqStOfYFkX-RU6bCtDqYCBWaO2jlKNTl0guMaUMRtEARihpa56IMKiRCYCWWHh6z1mzVkUdanSZVXK52nxKJ8PjX-deBJ9wHWcY_8GoaxLcM76wp_q42TpOMf5LEeX-AfnFdjtexKP9ImAf5IJy1h6CtUT_IUy4gGJ-bzRjXXY1fdzqj37vOfXecz0RdbnUFTTE-glE7fUXXM4O_zVbtg7Ofh8cBZGAXMEjkHSw2Q965eNXVMp8cpbl3WkB49j-WaEFDEYqXVvuxOt3GVQOOg9Z-CQzCa7O0yEgxPfRRk_ljNaSlRN3Vl_yrnxOZ7vjaRSz1HkFMi0b5-FUaglA7t6YkX-hm0zir3Cu1LwKddnouBqtx78k=&p=1&fvj=0&vjs=3
497,Data Scientist,National Security Agency,"Fort Meade, MD","Relevant experience must be in designing/implementing machine learning, data mining, advanced analytical algorithms, programming, data science, advanced…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AC5S5KfpcrE62cRuYLg6qW_HWiPjKHP06qk-AGfbwYtGlr3wcSMURH9oqKq1q2FCee1dkQkxJJ_jTPTeaAj6bQY7W8nqpUJM6WNhg1Fr7srQjxek9SAawvVC9GMiVTmhP2Xm5DNNsoU4gf5Acij-lse_XhcJqcfQRRiPogVgDb0gZeq8Hvt76lMxkDw0u6JBUJSUAy4gc0DOX95ZeRtXMlqFhbImBeKDGYLHs0OxlBLScd4v7iMz6Hb2eOxjbKqMvaSWzs_jHrPKCB0hssX_DHDsOIixECV1Rksd7CSlIMSVdy3EhRJ7pa9pgXqZljMXTPzA74T48GcROux1SxjjCPW75G76mCRAtOYSZNZlahd_27DNXe-O3eHndw57dGZAXKTM8A60twvWRmMCssmP1o80O4B4L3ISonQOd8ExlEpQ==&p=2&fvj=0&vjs=3
498,Data Scientist,Cognowiz solutions LLC,"Herndon, VA","Experience with data visualization tools, such as Tableau, Qlik, Power BI, d3.js, or equivalent.",https://www.indeed.com/company/Cognowiz-solutions-LLC/jobs/Data-Scientist-dd25f8809ed80778?fccid=6f3afb2c19af6e1b&vjs=3
499,"Data Scientist, Intermediate",UVA Medical Center,"Charlottesville, VA",Is able to answer defined questions about health system functions/operations/populations using appropriate statistical techniques on available data.,https://www.indeed.com/rc/clk?jk=7f539cf07d667e63&fccid=ac3ca395d43dcd7d&vjs=3
